255,245,248,240,248,240,248,245,245,248,240,248,240,248,245,255
245,156,185,96,185,96,175,156,156,175,96,185,96,185,156,245
248,185,206,144,206,144,200,186,186,200,144,206,144,206,185,248
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
248,185,206,144,206,144,200,186,186,200,144,206,144,206,185,248
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
248,175,200,128,200,128,192,175,175,192,128,200,128,200,175,248
245,156,186,96,186,96,175,156,156,175,96,186,96,186,156,245
245,156,186,96,186,96,175,156,156,175,96,186,96,186,156,245
248,175,200,128,200,128,192,175,175,192,128,200,128,200,175,248
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
248,185,206,144,206,144,200,186,186,200,144,206,144,206,185,248
240,96,144,0,144,0,128,96,96,128,0,144,0,144,96,240
248,185,206,144,206,144,200,186,186,200,144,206,144,206,185,248
245,156,185,96,185,96,175,156,156,175,96,185,96,185,156,245
255,245,248,240,248,240,248,245,245,248,240,248,240,248,245,255